id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
200125,TOP apartment in art nouveau villa,977942,Rainer,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43737,13.22266,Entire home/apt,89,4,0,,,1,128
201224,very charming central apartment....,984036,Rene,Mitte,Tiergarten Süd,52.50448,13.35903,Entire home/apt,88,3,204,2019-04-22,2.32,1,46
203634,Exclusive penthouse in Prenz Berg,998898,Dimitry,Pankow,Helmholtzplatz,52.54301,13.41525,Entire home/apt,155,5,120,2019-04-21,1.31,1,78
204617,separates Mini-Appartement mit  Bad + WC,1004934,Angelika,Charlottenburg-Wilm.,Neue Kantstraße,52.50517,13.29466,Entire home/apt,50,1,6,2017-04-04,0.23,1,0
205296,4* apartment in quiet south Berlin,1009105,Gisela,Neukölln,Rudow,52.41235,13.50031,Entire home/apt,100,5,0,,,1,358
206454,Hot Spot Berlin-Mitte apartment!,358915,Diana,Mitte,Brunnenstr. Süd,52.53203,13.40097,Entire home/apt,70,3,27,2019-04-06,0.31,1,3
207740,Schicke Garten-Maisonette in Kreuzberg,1022663,Vanessa,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50042,13.43578,Entire home/apt,195,7,9,2019-04-23,0.42,1,8
208495,CENTRAL VINTAGE-MODERN FLAT,965569,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51275,13.46358,Entire home/apt,150,2,0,,,1,0
209233,Sunny Apt near Nollendorfplatz,1328204,Jairo,Tempelhof - Schöneberg,Schöneberg-Nord,52.49912,13.35102,Entire home/apt,90,30,2,2018-03-30,0.05,2,0
209649,Berlin Center – Charlottenburg Wilmersdorf,1033300,Thomas,Charlottenburg-Wilm.,Kantstraße,52.51079,13.30216,Private room,35,5,35,2019-04-26,0.37,1,279
210734,VERY CENTRAL AND COSY,1039350,Gosia,Mitte,Moabit West,52.52298,13.33416,Entire home/apt,165,3,276,2019-05-12,2.96,1,288
212348,2 Zimmer mit Balkon in Friedrichshain,1095251,Nadin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50811,13.46326,Private room,55,2,0,,,1,7
212470,furnished room in beautiful old app,1095682,Philipp,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49778,13.38337,Private room,32,4,5,2019-04-21,0.49,1,0
214491,"enchanting room in the centre,",1107206,Lalita,Mitte,Alexanderplatz,52.52076,13.38192,Private room,35,1,182,2019-05-10,2.00,1,320
214518,Chimaysaberlin B&B Front Double Bed,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51993,13.30056,Private room,51,1,8,2019-04-13,0.10,2,347
214784,Charming Room in a beautiful flat,1108996,Alexandra,Neukölln,Reuterstraße,52.49004,13.42697,Private room,35,2,201,2019-05-01,2.15,1,24
214855,dnb-berlin - private room,706845,Anna,Mitte,Tiergarten Süd,52.50184,13.35465,Private room,45,3,390,2019-05-13,4.60,1,127
220445,Apt. Near Charlottenburg Palace,1142834,Detlef,Charlottenburg-Wilm.,Mierendorffplatz,52.5247,13.29956,Entire home/apt,60,30,18,2019-02-11,0.25,1,204
220808,bright room in three-room apartment,1145078,Antonie,Steglitz - Zehlendorf,Ostpreußendamm,52.4301,13.32693,Private room,45,2,31,2019-04-29,0.38,1,350
221015,clean calm cosy central apartment,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.54063,13.35147,Entire home/apt,86,1,445,2019-05-09,4.80,2,58
222784,"Queit-central-balcony-WiFi, lease - min 2 months",1156924,Kelly,Mitte,Moabit West,52.5298,13.34037,Entire home/apt,69,60,195,2018-08-31,2.16,1,279
223622,1 bedroom in Berlin Friedrichshain,913422,Kathrin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51503,13.44385,Entire home/apt,45,2,6,2017-01-02,0.08,1,0
226108,Homely flat in the heart of Berlin,1178780,Sabine,Mitte,Alexanderplatz,52.52914,13.40294,Entire home/apt,70,30,4,2016-10-21,0.05,1,216
226925,Appartement Dressler at lake Seddin,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37878,13.65279,Entire home/apt,50,2,2,2018-11-05,0.04,4,78
227072,"Cosy and huge family place, 1184sf",1093451,Julia,Mitte,Brunnenstr. Süd,52.53601,13.40544,Entire home/apt,110,5,29,2018-09-22,0.31,1,102
229075,Sun-drenched three-room-apartment,1195776,Cornelia Und Claudia,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49436,13.42913,Entire home/apt,75,28,44,2019-01-04,0.48,1,240
229099,Nice room near airport Berlin SXF,1196119,Hannes,Treptow - Köpenick,Altglienicke,52.40355,13.53373,Private room,32,1,200,2018-06-29,2.25,1,194
229348,Excl. Studio A Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.51992,13.34149,Entire home/apt,69,5,65,2019-04-27,0.71,2,251
229363,Excl. Studio B Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.52207,13.34353,Entire home/apt,69,5,41,2019-05-10,0.52,2,272
229776,Cosy room in Mitte / Rosenthaler Platz,956350,Arne,Mitte,Alexanderplatz,52.52834,13.40634,Private room,46,3,127,2019-04-24,1.37,1,249
230611,4 bedroom holiday house Berlin,1205340,Christine,Tempelhof - Schöneberg,Lichtenrade,52.39269,13.39163,Entire home/apt,65,60,6,2015-12-18,0.07,1,0
230824,Bright & Roomy in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50684,13.47012,Private room,28,1,194,2019-05-06,2.16,2,58
231220,"1 Room Apartment, Charlottenburg",1209193,Michael,Charlottenburg-Wilm.,Westend,52.5119,13.28474,Entire home/apt,30,60,19,2019-03-31,0.23,1,191
231598,Apartment Berlin,1210839,Maria Teresa,Tempelhof - Schöneberg,Schöneberg-Nord,52.49176,13.35144,Entire home/apt,49,60,62,2018-09-16,0.71,1,73
233083,2-bed-loft-dwelling designers flat,1219893,Katharina,Charlottenburg-Wilm.,Neue Kantstraße,52.50397,13.29597,Entire home/apt,98,60,37,2018-12-31,0.41,1,150
233453,Pretty room in Neukölln/Sonnenallee,1221935,Anne,Neukölln,Reuterstraße,52.48417,13.43728,Private room,32,2,30,2019-04-30,0.34,1,27
233770,Holiday apartment in Berlin's Green,1224097,Bernhard,Marzahn - Hellersdorf,Mahlsdorf,52.47588,13.60761,Entire home/apt,55,2,20,2018-12-28,0.33,1,0
234642,Galerie Remise,1228735,Beate,Reinickendorf,Ost 1,52.56307,13.36523,Entire home/apt,149,3,0,,,1,302
236509,"Berlin City Center, Great Vista",1240004,Georg,Mitte,Alexanderplatz,52.51579,13.41855,Entire home/apt,82,90,39,2018-06-08,0.42,2,194
237038,A lovely room in the Mitte - Berlin,253136,Peter,Mitte,Regierungsviertel,52.51105,13.3814,Private room,60,2,133,2019-03-10,1.45,3,142
237359,"Sweet Home , romantic apartment",1244725,Jutta,Reinickendorf,West 5,52.58797,13.2784,Entire home/apt,50,5,4,2019-04-09,0.07,1,153
237670,Apartment Burde 2,920085,Ursula,Neukölln,Buckow Nord,52.44142,13.46075,Entire home/apt,45,2,6,2019-03-24,0.14,2,210
238396,"Within the city, calm and leafy",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.53214,13.41519,Entire home/apt,60,3,407,2019-05-08,4.45,2,78
239139,"Central, Berlin Mitte, 4 Pers.",1254352,Jana,Mitte,Brunnenstr. Süd,52.53625,13.39795,Private room,55,90,101,2018-08-13,1.10,2,75
239314,Comfortable Room in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50583,13.47026,Private room,30,8,56,2018-12-09,0.63,2,19
240169,"Berlin, Neukölln, Room B",1259589,Alexine,Neukölln,Rixdorf,52.47917,13.43787,Private room,31,3,147,2018-11-11,3.68,3,0
240735,I want Berlin!,1262812,Heike,Marzahn - Hellersdorf,Biesdorf,52.49958,13.55798,Private room,35,5,17,2019-03-30,0.20,2,192
242366,Chic 2 room apartment  Berlin Mitte,1003245,Maryna,Mitte,Moabit Ost,52.52387,13.35781,Entire home/apt,45,2,117,2019-04-22,1.41,1,230
242794,Elegant renovated apartment 72 m2,1274606,Mario,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51487,13.45561,Entire home/apt,100,4,47,2019-05-03,0.55,1,262
242908,Holiday Apartment in Berlin Wannsee with balcony,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41558,13.16418,Entire home/apt,95,5,0,,,2,243
242927,Holiday Rental in Berlin Wannsee with small garden,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41581,13.16446,Entire home/apt,95,5,1,2018-05-08,0.08,2,235
242978,Exclusive one-bedroom apartment,1275576,Thomas,Mitte,Moabit West,52.52804,13.33021,Entire home/apt,63,2,81,2019-04-26,1.04,6,237
243057,"rooftop-apartement ""Blueberry Hill""  Berlin center",1275795,Arne & Ute,Mitte,Moabit West,52.53067,13.33532,Entire home/apt,175,2,30,2019-04-20,0.60,1,303
243063,Holiday apartment in Berlin Mitte,1275846,Anna,Mitte,Brunnenstr. Süd,52.5285,13.39067,Entire home/apt,130,1,208,2019-04-24,2.49,2,91
243081,"Living with style, apartment 2",1275846,Anna,Mitte,Brunnenstr. Süd,52.5293,13.39084,Entire home/apt,120,1,171,2019-04-24,2.01,2,107
243238,Blue Jewel in Green Borough,1276585,Katharina,Treptow - Köpenick,Johannisthal,52.44596,13.49778,Entire home/apt,64,2,74,2019-05-08,1.44,1,278
244924,sunny 2-room appartment in Berlin ,933872,Johanna,Tempelhof - Schöneberg,Schöneberg-Süd,52.48504,13.36004,Private room,29,1,66,2019-04-27,0.72,1,322
245744,Apartment in central Berlin,1289259,Martina,Mitte,Regierungsviertel,52.52198,13.39059,Entire home/apt,150,5,114,2019-04-03,1.29,1,259
245781,1-room FewWo near Alexanderplatz,1289393,Hille,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52484,13.42447,Entire home/apt,60,3,94,2019-04-18,1.07,3,188
245809,2-bedroom apartment Prenzlauer Berg,1289393,Hille,Pankow,Prenzlauer Berg Nord,52.54401,13.43987,Entire home/apt,76,2,40,2019-04-14,0.48,3,225
245827,2-bedroom apartment Gendarmenmarkt,1289393,Hille,Mitte,Regierungsviertel,52.51155,13.40053,Entire home/apt,79,3,91,2019-04-27,1.15,3,213
245991,World stroller's club 2,1290112,Wolfhard,Reinickendorf,West 2,52.58422,13.23114,Entire home/apt,25,30,4,2019-01-31,0.06,2,104
246007,World stroller's club 1,1290112,Wolfhard,Reinickendorf,West 2,52.58203,13.23072,Entire home/apt,21,30,6,2017-02-01,0.07,2,0
248192,Adorable apartment in the City Center of Berlin,662565,Gisella,Tempelhof - Schöneberg,Schöneberg-Nord,52.49782,13.34733,Entire home/apt,53,1,152,2019-04-29,1.76,6,46
248375,Culture and shopping,1301421,Alexander,Charlottenburg-Wilm.,Kantstraße,52.50823,13.31184,Private room,45,14,12,2018-10-02,0.14,4,0
249220,1 room in an apartment in Berlin ,1305769,Laurence,Charlottenburg-Wilm.,Barstraße,52.48159,13.31364,Private room,45,2,5,2016-07-21,0.11,1,0
249419,Studio to feel good Prenzlauerberg!,1306624,Au,Pankow,Helmholtzplatz,52.543,13.42487,Entire home/apt,95,3,161,2019-05-09,1.80,1,302
250007,Exotic holiday apartment in Berlin,1310272,Jörg,Tempelhof - Schöneberg,Schöneberg-Nord,52.49487,13.35171,Entire home/apt,69,2,126,2019-05-11,1.52,1,257
250023,Family- Apartment am KaDeWe 2,1310277,Claudia,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49771,13.33626,Entire home/apt,70,90,44,2018-09-23,0.51,1,200
250067,Great 2bd apt perfect for a couple,1310454,Andrea,Neukölln,Reuterstraße,52.48514,13.44386,Entire home/apt,55,4,3,2015-06-10,0.04,1,0
250121,Cosy single room,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53137,13.40813,Private room,55,3,10,2019-05-12,10,4,0
250138,Nice double room,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53098,13.40699,Private room,60,3,3,2012-07-17,0.03,4,347
250171,Great Double bedroom,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53027,13.40789,Private room,60,3,11,2019-04-12,0.13,4,355
250253,Apartment: Luise in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51874,13.30646,Entire home/apt,97,3,23,2019-04-26,0.39,4,231
250376,142 m² = 1530 ft² ♥LOFT♥ROOMS in Friedrichshain,1312190,Davide,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51213,13.45229,Private room,175,2,98,2019-04-18,1.09,2,145
250684,Lovely four bedroom,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.52997,13.4078,Private room,95,3,19,2019-04-27,0.23,4,309
250687,Apollo Apartments 1,1310866,Ashraf,Tempelhof - Schöneberg,Schöneberg-Süd,52.48493,13.36053,Entire home/apt,65,3,28,2018-10-19,0.33,2,9
250704,Holiday Apartment with Garden,1314462,Otto,Tempelhof - Schöneberg,Marienfelde,52.42298,13.37529,Entire home/apt,60,3,21,2019-04-28,0.34,1,255
250707,Apartment: Friederike in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51851,13.30839,Entire home/apt,58,3,5,2019-03-18,0.07,4,249
250729,Apartment: Grazer Gärten in Berlin,1311309,Ute,Tempelhof - Schöneberg,Friedenau,52.46904,13.34768,Entire home/apt,72,3,4,2019-04-29,0.15,4,242
250753,Apartment: Großer Kurfürst,1311309,Ute,Mitte,Tiergarten Süd,52.50026,13.36466,Entire home/apt,97,3,11,2019-03-24,0.64,4,196
251398,Modern Room in a nice Environment,1318500,Renate,Spandau,Heerstraße Nord,52.51604,13.17573,Private room,40,1,41,2019-05-09,0.49,1,296
252664,COZY ROOFTOP APARTM.| QUIET&CENTRAL,1326442,Berliner,Mitte,Brunnenstr. Nord,52.53935,13.39111,Entire home/apt,79,4,57,2019-04-23,0.62,1,313
252699,*** modern-cozy-design apartment ,1326695,Stina,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51461,13.45033,Entire home/apt,56,60,2,2015-03-09,0.02,1,114
252933,Room vibrant but cozy Schoeneberg,1328204,Jairo,Tempelhof - Schöneberg,Schöneberg-Nord,52.49839,13.35009,Private room,80,2,122,2019-05-11,1.51,2,157
252967,Pension am Traveplatz Zimmer 1,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51144,13.47146,Private room,32,2,40,2018-10-14,0.47,3,225
252993,Pension am Traveplatz Zimmer 2,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51207,13.47165,Private room,32,2,146,2019-05-13,1.73,3,113
253005,Pension am Traveplatz Zimmer 3,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51122,13.47062,Private room,28,2,37,2019-04-07,0.42,3,179
253128,Studion Apartment in Kreuzkölln,1329012,Bea,Neukölln,Reuterstraße,52.49114,13.42831,Private room,49,3,73,2019-05-05,1.22,3,1
254762,Cosy StudioFlat in trendy Kreuzberg,1171000,Bernardo,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50323,13.43322,Entire home/apt,80,93,95,2018-07-22,1.04,3,124
254788,Cosy Flat in Kreuzberg 36!,1171000,Bernardo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49768,13.41314,Entire home/apt,50,93,100,2019-01-06,1.12,3,0
255557,Cosy studio FridayBerlin for you,1343263,Agnieszka,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50898,13.46649,Entire home/apt,55,3,128,2019-05-04,1.53,1,116
255722,Renovated apt in an old building,1344455,Wolfram,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49595,13.38529,Entire home/apt,75,3,102,2019-05-03,1.14,1,218
255778,Beautiful apt. in a great location,1344754,Bwk,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49701,13.4437,Entire home/apt,96,2,162,2019-04-26,2.87,1,216
255829,Idyllic located Apartment,1345035,Sylvia,Tempelhof - Schöneberg,Lichtenrade,52.39179,13.41011,Entire home/apt,51,3,46,2019-04-23,0.57,2,238
255842,2-room-Apartment Alvar Aalto,1345036,H.Christian,Mitte,Moabit Ost,52.5174,13.34116,Entire home/apt,70,60,31,2018-12-02,0.38,2,212
255843,Beautiful apartment,1345036,H.Christian,Mitte,Moabit Ost,52.52136,13.34241,Entire home/apt,60,60,9,2018-09-21,0.20,2,296
255912,Apartment in a great location,1345381,Ulrike Und Kai,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50876,13.46817,Entire home/apt,50,4,85,2019-04-27,1.04,1,14
256058,TOP Furnished Room in Graefekiez,1346383,Gaby,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49429,13.41749,Private room,39,1,74,2018-11-04,0.90,1,340
257317,Apartment in the heart of Berlin,1354122,Heike & Heinrich,Steglitz - Zehlendorf,Albrechtstr.,52.4637,13.34194,Entire home/apt,59,2,95,2019-05-12,1.21,3,204
257373,Sunny Boutique Studio in Center,1303212,David,Pankow,Prenzlauer Berg Südwest,52.53861,13.41678,Entire home/apt,109,2,132,2019-05-10,1.49,1,68
257658,Awesome Location Mitte / P'berg,1356042,Boris,Pankow,Prenzlauer Berg Südwest,52.53025,13.41056,Private room,49,2,213,2019-04-21,2.47,1,0
257766,100 qm Penthouse-Loft Berlin-Mitte,689674,Lisa,Mitte,Regierungsviertel,52.51908,13.39615,Entire home/apt,168,5,70,2019-04-23,0.77,1,10
260095,Nice Apartment in Berlin,1365065,Lutz,Neukölln,Buckow,52.42482,13.44685,Entire home/apt,55,1,42,2019-04-28,0.69,1,267
261205,Hip and lots of space in B- Fhain ,1355421,Markus,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50988,13.45487,Entire home/apt,60,14,0,,,1,227
261452,"Wendt apartment, 1st floor, central",1371414,Niklas,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49983,13.46436,Entire home/apt,55,3,77,2019-04-18,0.85,4,242
261834,"Sightseeing, relaxing and Shopping",253136,Peter,Mitte,Regierungsviertel,52.51109,13.38289,Private room,60,2,138,2019-04-21,1.54,3,116
263817,Lovely_room_Berlin_Neukölln,1152791,ClaasFlorian,Neukölln,Reuterstraße,52.4893,13.42606,Private room,45,2,8,2019-04-20,0.87,1,255
264459,"Central, cosy and one-of-a-kind",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.53203,13.41705,Entire home/apt,60,2,457,2019-05-02,5.26,2,96
265354,Nice apartment in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50935,13.44577,Private room,85,1,6,2019-03-31,0.10,16,286
265389,Beautiful single room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50888,13.44705,Private room,19,1,1,2016-01-22,0.02,16,32
265394,Stylish double room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50948,13.44656,Private room,59,1,33,2019-04-23,0.64,16,339
265400,Lovely 2-bed room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50876,13.44517,Private room,29,1,1,2015-10-01,0.02,16,265
265402,Nice room for 3 persons,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51064,13.44567,Shared room,18,1,10,2018-10-14,0.20,16,322
265408,Elegant 4-bed room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51093,13.44706,Shared room,20,1,5,2017-11-24,0.08,16,322
265559,family-oasis Berlin-Charlottenburg,1392678,Peter & Jan Ramesh,Charlottenburg-Wilm.,Westend,52.51234,13.26308,Entire home/apt,98,3,14,2019-05-04,0.16,1,139
265955,Top Central Charming Relaxed Berlin,1394961,Antonella,Tempelhof - Schöneberg,Schöneberg-Nord,52.49164,13.34994,Entire home/apt,55,93,11,2016-12-15,0.13,1,253
266086,Private Ferienwohnung in Berlin,1395425,Hansjörg,Treptow - Köpenick,Baumschulenweg,52.45117,13.48789,Entire home/apt,85,3,5,2018-09-04,0.09,1,202
266181,Single Room Apt in heart of  F'hain,1395699,Mat,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50918,13.46036,Entire home/apt,48,2,33,2018-12-16,0.40,1,0
267399,Attention to Every Little Detail.,1402232,Abigail,Neukölln,Reuterstraße,52.48936,13.42643,Entire home/apt,55,60,40,2016-04-26,0.47,1,192
267764,Berlin Mitte luxury,1382226,P. Oliver,Mitte,Brunnenstr. Süd,52.53785,13.39818,Entire home/apt,129,3,91,2018-11-18,1.05,1,21
267951,Modernes Apartment in Berlin P´berg,1404760,Frank,Pankow,Helmholtzplatz,52.54416,13.42026,Entire home/apt,74,2,183,2019-05-12,2.91,1,174
268910,Southeast of Berlin - fantastic apartment,1408921,Dieter,Treptow - Köpenick,Altglienicke,52.41706,13.54247,Entire home/apt,46,3,20,2019-04-14,0.36,1,246
268967,"Wendt-Apartment, 2nd floor, quiet",1371414,Niklas,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50005,13.46144,Entire home/apt,55,3,76,2019-04-18,0.94,4,249
268974,Flat Familie Heucke,1409188,Peter,Neukölln,Rudow,52.41939,13.48618,Entire home/apt,55,5,16,2019-01-05,0.22,1,289
269455,rent a flat or room in kreuzberg,1411715,L. Anabel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49563,13.40094,Entire home/apt,65,1,2,2018-07-26,0.19,1,0
270477,QUIET GARDEN APT(child friendly),540534,Doris,Pankow,Helmholtzplatz,52.54336,13.41736,Entire home/apt,89,3,189,2019-04-21,2.10,1,256
271340,Central & Homelike Apartment,1420077,Kai,Mitte,Brunnenstr. Süd,52.53871,13.40287,Entire home/apt,70,4,68,2019-03-18,0.80,1,8
271739,"X-Berg: central, quiet, bright, cosy and large",1422088,Gabriele,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50329,13.42017,Private room,40,3,227,2019-05-04,2.70,2,74
273011,Luxurious 2BR in prime location,1428703,Susanne,Charlottenburg-Wilm.,Halensee,52.49741,13.29651,Entire home/apt,125,3,70,2019-05-07,0.85,1,105
273076,"nice apartment in Samoastr., Berlin",1428852,Jane,Mitte,Wedding Zentrum,52.54179,13.35419,Entire home/apt,61,3,85,2019-05-09,1.28,1,0
274072,PRETTY + CENTRAL,1433140,Dan,Pankow,Prenzlauer Berg Nord,52.54947,13.41732,Entire home/apt,60,3,126,2017-08-28,1.45,1,0
274623,"Modern, furnished, warm flat!",1435994,Bil,Mitte,Alexanderplatz,52.52963,13.40464,Entire home/apt,65,3,28,2016-04-28,0.32,1,0
274686,Minimalist appartment in Kreuzberg,1436010,Jade,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50107,13.44021,Entire home/apt,70,3,25,2019-04-24,0.28,1,0
274798,Splendid and Spacious in Kreuzberg,404149,Gernot,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.50075,13.44546,Private room,55,2,85,2019-04-10,1.02,2,312
278415,NEW Berlin Bellevue *Victory Column,1453075,Daniel,Mitte,Moabit Ost,52.51941,13.3527,Entire home/apt,100,90,65,2018-01-07,0.78,1,270
279315,Flat in Neukölln (Postmodern Cloister ),1456634,Annabella,Neukölln,Reuterstraße,52.4836,13.43745,Private room,40,20,4,2016-06-16,0.05,1,281
279344,Happy-haven in the heart of Berlin,1456872,Dot,Mitte,Brunnenstr. Süd,52.53013,13.4044,Private room,76,2,42,2018-10-15,0.48,1,354
279504,"Kreuzberg, lively cosy Bergmannkiez",1457373,Brigid,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48872,13.39662,Entire home/apt,60,90,90,2019-04-05,1.06,1,0
